epoch,loss
0,0.43568813264369965
1,0.1690165415406227
2,0.14339350245893
3,0.11172048430889844
4,0.10692462965846061
5,0.10100371308624745
6,0.09777666125446557
7,0.08775509171187877
8,0.08689281143248082
9,0.08814507398754358
10,0.076587179787457
11,0.08091717582195997
12,0.08238223075866699
13,0.07594665171578527
14,0.07246745904907584
15,0.07056821517646313
16,0.06723529431968928
17,0.0626002674549818
18,0.06479489196091891
19,0.06254118179902435
20,0.07233598809689283
21,0.0684355434961617
22,0.06267575334757566
23,0.061586076859384775
24,0.06844983197748661
25,0.06065738596022129
26,0.0694382188282907
27,0.07113248055800796
28,0.057867009323090315
29,0.06254436198621988
30,0.06393578609451651
31,0.057896169628947974
32,0.06371212443336845
33,0.058076453115791085
34,0.057016721423715354
35,0.05252934113144875
36,0.05754095200449228
37,0.05848498106002808
38,0.05657181616872549
39,0.05556160354986787
40,0.05767389377579093
41,0.05157660639844835
42,0.05383338812738657
43,0.06639502864331007
44,0.05358252482488751
45,0.0547270620893687
46,0.0534739613160491
47,0.054656086256727576
48,0.06036694315262139
49,0.04619131481274962
50,0.04916644251905382
51,0.05115434236824513
52,0.05173185016028583
53,0.05053630704991519
54,0.046439866675063966
55,0.05397426267154515
56,0.04808396155945957
57,0.05471111392602324
58,0.05382405955344439
59,0.05129298534244299
60,0.046621771203354
61,0.04650874925777316
62,0.04783677373081446
63,0.05688564986921847
64,0.0497665003221482
65,0.050454476745799184
66,0.05267553177662194
67,0.05577102910727263
68,0.051013079397380354
69,0.05220300635322928
70,0.054681109245866534
71,0.050855247573927044
72,0.05554888078942895
73,0.05103978456929326
74,0.05268902655690908
75,0.04127578747458756
76,0.04919695058837533
77,0.046995753832161424
78,0.054838614519685504
79,0.04296250035986304
80,0.0503094828967005
81,0.054411404756829145
82,0.04825950250029564
83,0.04749961195513606
84,0.045128162847831846
85,0.04624860824085772
86,0.04868002000264823
87,0.05052897557616234
88,0.041945837084203956
89,0.05104955436661839
90,0.042929660612717274
91,0.04494310759007931
92,0.048076371280476454
93,0.04899234239012003
94,0.04554288481362164
95,0.045541441217064854
96,0.05029711797833443
97,0.05043374611996114
98,0.049145280495285985
99,0.04755917713046074
100,0.05228041079826653
101,0.06862333292141556
102,0.04447657129727304
103,0.05352015278302133
104,0.050920244976878165
105,0.05002023777924478
106,0.052250368893146514
107,0.0435213275346905
108,0.0489512889366597
109,0.04763883472420275
110,0.051584177501499656
111,0.04784535375423729
112,0.05420307969674468
113,0.04998257221654057
114,0.043427934022620324
115,0.0525132314208895
116,0.04150049679912627
117,0.042317996881902215
118,0.051738103311508896
119,0.04832663908600807
120,0.04303763168863952
121,0.045913567515090105
122,0.04452837736345828
123,0.04841401973739266
124,0.04579517218284309
125,0.045339810932055115
126,0.05437678503803909
127,0.04546889583580196
128,0.045263652158901095
129,0.056217647353187204
130,0.044443698627874256
131,0.04904508125968277
132,0.05264608169905841
133,0.042208583550527694
134,0.044378184750676154
135,0.046581182898953556
136,0.042152428766712546
137,0.0430775613617152
138,0.04314738297834993
139,0.04968142938800156
140,0.05088587087579072
141,0.047385631361976266
142,0.04344558975659311
143,0.040327820219099524
144,0.04928125556558371
145,0.04326111074537039
146,0.04359899559989572
147,0.04218409986235201
148,0.05431297008879483
149,0.041108082784339785
150,0.041153015568852425
151,0.046497189635410906
152,0.04771902638487518
153,0.0464415572816506
154,0.046119326427578926
155,0.0471467478107661
156,0.04511064546182752
157,0.05138813564553857
158,0.047381303273141384
159,0.042797364685684444
160,0.05801526715047658
161,0.04315609623678029
162,0.04921573420986533
163,0.04355721703730524
164,0.04487414670176804
165,0.046895873183384534
166,0.04344928182661533
167,0.04449753604829312
168,0.0434582067001611
169,0.03987713135778904
170,0.047257997151464226
171,0.046336874067783355
172,0.046743416832759975
173,0.04269068555906415
174,0.04789261169731617
175,0.04364667415618897
176,0.04128094590269029
177,0.04459334431216121
178,0.04286906451918185
179,0.04022105128038675
180,0.039428816754370925
181,0.04316963976249099
182,0.04124618774279952
183,0.04726609922014177
184,0.05301231374964118
185,0.04282262142747641
186,0.046610037963837385
187,0.03775149358436465
188,0.045290737617760896
189,0.04529577501118183
190,0.04615163973532617
191,0.04633139357902109
192,0.0509371970873326
193,0.049807362537831065
194,0.04593236066401005
195,0.044217234021052716
196,0.0392903218138963
197,0.04007619698531926
198,0.039845999404788016
199,0.04255357708781957
200,0.039861254747956994
201,0.039187288591638204
202,0.036333142118528484
203,0.03758883967995644
204,0.05640542008914053
205,0.050212464146316055
206,0.043336092540994284
207,0.0478000630158931
208,0.04246422011405229
209,0.038179228631779555
210,0.038412303309887645
211,0.040258974889293316
212,0.041925241965800525
213,0.04705315019004047
214,0.043705689646303655
215,0.04857598291710019
216,0.04069872941821814
217,0.0389344846084714
218,0.03946713220328093
219,0.04452215138822794
220,0.039022187469527125
221,0.03291647620499134
222,0.042645855685696
223,0.04446860065683723
224,0.03787051800638437
225,0.05352198145352304
226,0.043650347329676153
227,0.03891461912542581
228,0.04557050004601479
229,0.04080774486064911
230,0.043859228445217016
231,0.03984205782879144
232,0.038112495504319666
233,0.03861894559115171
234,0.03978906922973693
235,0.03933618772774935
236,0.03948933790437877
237,0.03789991625584662
238,0.043949246592819693
239,0.04252421213313937
240,0.040241171522065994
241,0.03699766242876649
242,0.040459601571783424
243,0.0465933530125767
244,0.04093810667283833
245,0.041200681580230596
246,0.048036528546363116
247,0.03768431094475091
248,0.04748040319420397
249,0.040944696329534055
250,0.039595175357535484
251,0.039077205760404465
252,0.03992232793942094
253,0.03644468868151307
254,0.03687196676619351
255,0.042559992522001266
256,0.040414679506793616
257,0.04197727065533399
258,0.03711099565960467
259,0.039689773004502056
260,0.03658962193876505
261,0.04601611872203648
262,0.03912735645659268
263,0.04136181236244738
264,0.03724397717043757
265,0.04287048818543553
266,0.03646953461691737
267,0.03945896846242249
268,0.04816583334468305
269,0.03428988358937204
270,0.039792538164183495
271,0.036380343940109014
272,0.03712938076816499
273,0.03592593094334006
274,0.044572701174765826
275,0.04075848869048059
276,0.03777238728478551
277,0.03733416944742203
278,0.041721630170941354
279,0.04375730950385332
280,0.03371236529201269
281,0.04004651035182178
282,0.04173944782465697
283,0.0399816695600748
284,0.03909964972175658
285,0.03853154350072145
286,0.03894752541556954
287,0.03791034809313715
288,0.03909239010885358
289,0.03284988715313375
290,0.04039237820543349
291,0.0403257049433887
292,0.04148429601453245
293,0.04525195742957294
294,0.03915384606458247
295,0.038694170601665974
296,0.03759301407262683
297,0.044116766499355434
298,0.04050112475641072
299,0.034895678674802186
300,0.038355674035847186
301,0.029708793871104717
302,0.03981711426749825
303,0.03915226968936622
304,0.04329735953360796
305,0.03762985369190574
306,0.037030421812087294
307,0.03946033387910575
308,0.038247658936306834
309,0.04362498411908746
310,0.0435795830283314
311,0.035657601999118924
312,0.04176267290487885
313,0.04007195965386927
314,0.04854404717683792
315,0.0422045081295073
316,0.04009370176587254
317,0.0445264554861933
318,0.03837537216953933
319,0.03764450572431088
320,0.03941894292831421
321,0.03936610497534275
322,0.03744816305115819
323,0.03781085784547031
324,0.03825698792003095
325,0.040451858341693875
326,0.03549424195662141
327,0.03629286410287023
328,0.032448411779478194
329,0.035031144432723524
330,0.037959999004378915
331,0.038670811848714945
332,0.041825480042025444
333,0.03776148707605898
334,0.034297312684357165
335,0.036771494233980774
336,0.0441416042111814
337,0.03620432935655117
338,0.04404100833460688
339,0.037612355183809995
340,0.037516210256144406
341,0.04186310230754316
342,0.04219296966679394
343,0.038448972422629596
344,0.03714879862964153
345,0.037463380107656125
346,0.04055368719622493
347,0.040180426882579924
348,0.03995319824665785
349,0.04153259652666748
350,0.034659468475729226
351,0.03991493630222976
352,0.037983888257294894
353,0.03912895689718425
354,0.039188975556753575
355,0.040864688698202374
356,0.03923650762066245
357,0.04219371020793915
358,0.03311472608707845
359,0.03820035194978118
360,0.034904315015301106
361,0.04225604124367237
362,0.03891331195831299
363,0.038292526956647636
364,0.03632352723740041
365,0.03519550012424588
366,0.039155388111248614
367,0.03456216703169048
368,0.03711587539874017
369,0.03883309035561979
370,0.034317369181662796
